"mls_number"	"property_type"	"air_conditioning"	"appartment_bi"	"patio_bi"	"school_high"	"school_junior"	"school_middle"	"school_general"	"photo_count"	"pool_bi"	"rear_yard_access_bi"	"roof_type"	"roof_type_shingle_bi"	"gas_type"	"out_building_livable_bi"	"out_building_not_livable_bi"	"living_area"	"land_acres"	"appliances_included_bi"	"garage_bi"	"condition"	"energy_efficient_bi"	"exterior_type"	"exterior_features"	"fire_place_bi"	"foundation_type"	"total_area"	"beds_total"	"bath_full"	"bath_half"	"age"	"days_on_market"	"sold_price"	"sold_date"	"sewer_type"	"spa_location"	"stories"	"property_style"	"city_limit_bi"	"subdivision_bi"	"tennis_court_bi"	"termite_contract"	"water_type"	"waterfront_bi"	"post_corona_bi"	"corona_crisis"
"CN140181"	"SGL"	"central"	0	0	0	0	0	0	13	0	0	"shingle"	1	"Natural"	0	0	2363	0.44	0	1	"Other"	0	"other"	"none"	1	"other"	2333	4	2	1	38	163	255000	42919	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	0	"pre"
"CN140178"	"SGL"	"central"	0	0	0	0	0	0	12	0	0	"other"	0	"Natural"	0	0	2014	1.05	0	0	"Other"	0	"vinyl"	"none"	1	"other"	2214	5	3	0	38	145	45000	42912	"other"	"None"	1	"Mobile Home"	1	1	0	"Unknown"	"Public"	0	0	"pre"
"CN140176"	"SGL"	"central"	0	0	0	0	0	0	16	1	0	"shingle"	1	"Natural"	0	0	2162	0.3	1	1	"Other"	1	"vinyl"	"fence"	1	"slab"	2818	4	2	0	31	13	244556	42776	"city"	"None"	1.5	"Not Specific"	1	1	0	"Unknown"	"Public"	0	0	"pre"
"CN140171"	"SGL"	"central"	0	0	0	0	0	0	9	1	0	"other"	0	"Natural"	0	1	1685	0.82	0	1	"Other"	0	"other"	"fence"	1	"other"	2000	3	2	0	35	76	86100	42872	"other"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	0	"pre"
"CN140169"	"SGL"	"central"	0	1	0	0	0	0	5	0	0	"other"	0	"Natural"	0	1	1200	0.32	1	1	"Other"	0	"other"	"none"	0	"other"	1200	3	2	0	34	21	23000	42760	"septic"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	0	"pre"
"CN140168"	"SGL"	"central"	0	1	0	0	0	0	6	0	0	"shingle"	1	"Natural"	0	0	1664	0.24	1	1	"Other"	1	"other"	"fence"	0	"slab"	2181	4	3	0	30	98	190000	42867	"other"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	0	"pre"
"CN140162"	"SGL"	"central"	0	1	0	0	0	0	25	0	0	"metal"	0	"Natural"	0	1	1635	1	1	0	"Other"	0	"other"	"none"	1	"slab"	1840	4	2	0	34	222	109800	43006	"septic"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	0	"pre"
"CN140158"	"SGL"	"central"	0	1	0	0	0	0	18	0	0	"other"	0	"Natural"	0	0	2238	0.61	1	1	"Other"	0	"brick"	"none"	1	"slab"	3000	3	3	0	33	8	139000	42754	"other"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	0	"pre"
"CN140156"	"SGL"	"central"	0	1	0	0	0	0	6	0	0	"other"	0	"Natural"	0	0	1800	0.27	1	0	"Other"	0	"brick"	"fence"	0	"slab"	2000	3	2	0	31	77	75000	42832	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	0	"pre"
"CN140154"	"SGL"	"central"	0	1	0	0	0	0	2	0	0	"other"	0	"Natural"	0	1	1952	1	1	0	"Other"	0	"vinyl"	"none"	0	"raised"	1952	3	2	0	36	26	98000	42739	"other"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	0	"pre"
"CN140151"	"SGL"	"central"	0	0	0	0	0	0	4	0	0	"other"	0	"Natural"	0	1	1100	0.15	1	0	"Other"	1	"other"	"fence"	0	"other"	1100	3	2	0	36	16	110000	42781	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	0	"pre"
"CN140149"	"SGL"	"central"	0	0	0	0	0	0	15	0	0	"metal"	0	"Natural"	0	0	1400	0.5	0	0	"Other"	0	"vinyl"	"porch"	0	"slab"	1400	4	1	2	30	28	27900	42762	"septic"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	0	"pre"
"CN140140"	"SGL"	"central"	0	0	0	0	0	0	2	0	0	"other"	0	"Natural"	0	0	1500	0.3	1	1	"Other"	0	"brick"	"none"	0	"slab"	1500	2	1	1	36	98	53000	42887	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	0	"pre"
"CN140139"	"SGL"	"central"	0	1	0	0	0	0	11	0	0	"other"	0	"Natural"	0	0	1990	0.27	1	1	"Other"	0	"other"	"fence"	1	"slab"	1990	3	2	1	33	76	55000	42815	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	0	"pre"
"CN140138"	"SGL"	"central"	0	1	0	0	0	0	16	0	0	"other"	0	"Natural"	0	0	1642	1	1	0	"Other"	0	"other"	"none"	0	"slab"	2150	3	2	0	40	11	179500	42762	"other"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	0	"pre"
"CN140134"	"SGL"	"central"	0	1	0	0	0	0	15	0	0	"other"	0	"Natural"	0	0	1823	0.28	1	1	"Other"	0	"vinyl"	"fence"	1	"slab"	2718	3	2	0	30	6	229500	42794	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	0	"pre"
"CN140133"	"SGL"	"central"	0	0	0	0	0	0	15	0	0	"shingle"	1	"Natural"	0	0	2584	0.63	1	1	"Other"	1	"other"	"none"	1	"other"	3483	4	3	1	31	92	385000	42891	"city"	"None"	2	"Not Specific"	1	1	0	"Unknown"	"Public"	0	0	"pre"
"CN140132"	"SGL"	"central"	0	0	0	0	0	0	14	0	0	"shingle"	1	"Natural"	0	0	2762	0.65	1	1	"Other"	1	"other"	"none"	1	"slab"	3808	4	3	1	33	48	420000	42908	"city"	"None"	2	"Not Specific"	1	1	0	"Unknown"	"Public"	0	0	"pre"
"CN140130"	"SGL"	"central"	0	1	0	0	0	0	6	0	0	"other"	0	"Natural"	0	0	1530	0.22	0	1	"Other"	0	"other"	"fence"	0	"slab"	1720	3	1	0	36	56	35501	42937	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	0	"pre"
"CN140129"	"SGL"	"central"	0	1	0	0	0	0	17	0	0	"shingle"	1	"Natural"	0	0	1613	1.95	1	1	"Other"	1	"other"	"none"	0	"slab"	2510	3	2	0	32	26	222000	42818	"other"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	1	0	"pre"
"CN140128"	"SGL"	"central"	0	0	0	0	0	0	3	0	0	"other"	0	"Natural"	0	0	1149	0.34	1	0	"Other"	0	"vinyl"	"porch"	0	"other"	1149	3	2	0	32	149	56565	42923	"city"	"None"	1	"Modular"	1	1	0	"Unknown"	"Public"	0	0	"pre"
"CN140127"	"SGL"	"central"	0	0	0	0	0	0	13	0	0	"other"	0	"Natural"	0	0	941	0.19	0	0	"Other"	0	"other"	"fence"	0	"slab"	1291	3	1	1	33	10	28100	42786	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	0	"pre"
"CN140124"	"SGL"	"central"	0	1	0	0	0	0	14	0	0	"metal"	0	"Natural"	0	1	1780	0.41	1	0	"Other"	0	"other"	"fence"	0	"raised"	1908	3	1	0	34	70	112500	42828	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	0	"pre"
"CN140123"	"SGL"	"central"	0	0	0	0	0	0	6	0	0	"other"	0	"Natural"	0	1	1275	0.19	1	0	"Other"	0	"other"	"fence"	0	"slab"	1500	3	1	1	40	62	140000	42786	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	0	"pre"
"CN140117"	"SGL"	"central"	0	1	0	0	0	0	15	0	0	"other"	0	"Natural"	0	0	1319	0.41	1	0	"Other"	1	"other"	"fence"	0	"slab"	2053	3	2	0	32	146	132000	42934	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	0	"pre"
"CN140113"	"SGL"	"central"	0	1	0	0	0	0	19	0	0	"other"	0	"Natural"	0	1	1850	0.18	1	1	"Other"	0	"other"	"fence"	1	"raised"	2750	2	2	1	30	152	140000	42891	"city"	"None"	2	"Not Specific"	1	1	0	"Unknown"	"Public"	0	0	"pre"
"CN140110"	"SGL"	"central"	0	0	0	0	0	0	9	0	0	"other"	0	"Natural"	0	0	1471	0.55	1	0	"Other"	0	"vinyl"	"none"	1	"raised"	1408	2	1	0	30	63	54000	42793	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	1	0	"pre"
"CN140108"	"SGL"	"central"	0	1	0	0	0	0	14	0	0	"other"	0	"Natural"	0	0	2300	0.34	1	1	"Other"	1	"vinyl"	"fence"	1	"slab"	2500	4	3	1	38	16	179900	42755	"city"	"None"	2	"Not Specific"	1	1	0	"Unknown"	"Public"	0	0	"pre"
"CN140107"	"SGL"	"central"	0	1	0	0	0	0	11	0	0	"other"	0	"Natural"	0	0	1891	1	1	1	"Other"	0	"brick"	"none"	1	"slab"	1965	4	2	0	30	42	2e+05	42821	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	0	"pre"
"CN140101"	"SGL"	"central"	0	1	0	0	0	0	17	0	0	"other"	0	"Natural"	0	0	1505	1.03	1	1	"Other"	0	"brick"	"none"	0	"slab"	1500	3	2	0	39	44	172500	42811	"other"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	0	"pre"
"CN140100"	"SGL"	"central"	0	1	0	0	0	0	14	0	0	"other"	0	"Natural"	0	1	1090	0.23	1	0	"Other"	0	"other"	"fence"	0	"slab"	1090	3	1	0	40	141	1e+05	42886	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	0	"pre"
"CN140099"	"SGL"	"central"	0	0	0	0	0	0	2	0	0	"other"	0	"Natural"	0	0	1955	1.01	0	1	"Other"	0	"brick"	"none"	0	"raised"	1955	3	2	0	32	13	30000	43045	"septic"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	0	"pre"
"CN140084"	"SGL"	"central"	0	1	0	0	0	0	21	0	0	"other"	0	"Natural"	0	1	1761	2	1	1	"Other"	0	"other"	"none"	1	"slab"	2329	3	2	0	30	26	163050	42775	"septic"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	0	"pre"
"CN140082"	"SGL"	"central"	0	1	0	0	0	0	22	0	0	"shingle"	1	"Natural"	0	0	1994	0.28	1	0	"Other"	0	"other"	"fence"	1	"slab"	2555	3	2	0	39	21	205000	42776	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	0	"pre"
"CN140080"	"SGL"	"central"	0	0	0	0	0	0	14	0	0	"shingle"	1	"Natural"	0	0	2368	1	1	0	"Other"	0	"vinyl"	"none"	1	"other"	2450	4	2	0	32	127	108500	42885	"other"	"None"	1	"Mobile Home"	1	1	0	"Unknown"	"Public"	0	0	"pre"
"CN140079"	"SGL"	"central"	0	1	0	0	0	0	12	0	0	"other"	0	"Natural"	0	0	1633	0.79	1	1	"Other"	0	"other"	"fence"	1	"slab"	1952	3	2	0	36	21	139576	42776	"other"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	0	"pre"
"BY163939"	"SGL"	"not_central"	0	0	0	0	0	0	7	0	0	"metal"	0	"Natural"	0	1	675	1.13000750187547	1	1	"Other"	0	"wood"	"none"	0	"raised"	975	1	1	0	37	5	50000	44539	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"BY163936"	"SGL"	"central"	0	0	0	0	0	0	27	0	0	"other"	0	"None"	0	0	1247	1.13000750187547	1	0	"Other"	1	"vinyl"	"fence"	0	"slab"	1712	3	2	0	36	3	214000	44544	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"BY163898"	"SGL"	"not_central"	0	0	0	0	0	0	6	0	0	"other"	0	"Natural"	0	0	1040	1.13000750187547	1	0	"Other"	1	"wood"	"fence"	0	"other"	1080	3	1	0	35	8	48000	44539	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"BY163846"	"SGL"	"not_central"	0	0	0	0	0	0	9	0	0	"other"	0	"Natural"	0	0	861	1.13000750187547	1	0	"Other"	0	"vinyl"	"fence"	0	"other"	1151	2	1	0	39	18	82000	44543	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"BY163829"	"SGL"	"central"	0	0	0	0	0	0	10	0	0	"shingle"	1	"Natural"	0	1	1491	1.13000750187547	1	0	"Other"	0	"brick"	"porch"	0	"slab"	2032	3	2	0	38	5	74000	44530	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"BY163811"	"SGL"	"central"	0	0	0	0	0	0	7	0	0	"other"	0	"Natural"	0	0	1653	1.13000750187547	0	0	"Other"	1	"other"	"none"	0	"raised"	1653	3	1	0	32	249	20000	44530	"septic"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	1	1	"post"
"BY163799"	"TNH"	"central"	0	1	1	0	0	1	16	0	0	"metal"	0	"None"	0	0	1932	1.13000750187547	1	0	"Other"	1	"other"	"balcony"	0	"slab"	2223	2	3	0	30	5	159900	44529	"city"	"None"	3	"Townhouse"	1	1	0	"Unknown"	"Public"	1	1	"post"
"BY163798"	"SGL"	"central"	0	1	0	0	0	0	19	0	0	"other"	0	"Natural"	0	1	1900	1.13000750187547	1	0	"Other"	1	"brick"	"fence"	0	"slab"	2680	3	2	1	32	8	158250	44518	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"BY163794"	"SGL"	"central"	0	0	0	0	0	0	16	0	0	"shingle"	1	"Natural"	0	1	969	1.13000750187547	1	0	"Other"	1	"other"	"fence"	0	"slab"	1836	3	1	1	40	5	149500	44544	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"BY163785"	"SGL"	"not_central"	0	0	1	0	1	1	24	0	0	"metal"	0	"Natural"	0	1	985	1.13000750187547	1	0	"Other"	0	"vinyl"	"none"	0	"raised"	1412	2	1	0	37	1	88500	44533	"other"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"BY163773"	"SGL"	"not_central"	0	0	1	0	0	1	11	0	0	"metal"	0	"Natural"	0	0	1174	1.13000750187547	1	0	"Other"	0	"other"	"none"	1	"other"	1422	3	1	0	32	8	40000	44538	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"BY163761"	"SGL"	"central"	0	0	0	0	0	0	16	0	0	"other"	0	"Natural"	0	0	2168	1.13000750187547	1	0	"Other"	0	"other"	"fence"	1	"slab"	2981	4	2	1	35	2	250000	44544	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"BY163748"	"SGL"	"central"	0	0	0	0	0	0	12	0	0	"other"	0	"None"	0	0	1320	1.13000750187547	1	0	"Other"	1	"vinyl"	"fence"	0	"slab"	1747	3	2	0	35	3	190000	44539	"other"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Other"	0	1	"post"
"BY163747"	"SGL"	"central"	0	0	0	0	0	0	27	0	0	"other"	0	"Natural"	0	1	1568	1.13000750187547	1	1	"Other"	0	"brick"	"fence"	0	"slab"	2431	3	2	0	34	2	180000	44539	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"BY163746"	"SGL"	"central"	0	1	0	0	0	0	13	0	0	"shingle"	1	"Natural"	0	1	1444	1.13000750187547	1	0	"Other"	1	"brick"	"none"	0	"slab"	2031	3	2	0	33	4	255000	44538	"other"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"BY163745"	"SGL"	"not_central"	0	0	0	0	0	0	5	0	0	"other"	0	"Natural"	0	0	1700	1.13000750187547	0	0	"Other"	0	"vinyl"	"none"	0	"other"	1700	3	1	0	33	16	37000	44529	"septic"	"None"	1	"Camp"	1	1	0	"Unknown"	"Public"	1	1	"post"
"BY163732"	"SGL"	"central"	0	0	0	0	0	0	15	0	0	"metal"	0	"None"	0	1	1955	1.13000750187547	1	0	"Other"	1	"vinyl"	"porch"	0	"raised"	2612	4	1	1	32	3	189900	44544	"septic"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"BY163723"	"SGL"	"central"	0	1	0	0	0	0	19	0	0	"other"	0	"None"	0	0	2189	1.13000750187547	1	1	"Other"	1	"brick"	"porch"	1	"slab"	3239	3	2	0	40	8	233750	44544	"other"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"BY163720"	"SGL"	"central"	0	1	0	0	0	0	20	0	0	"other"	0	"None"	0	0	1600	1.13000750187547	1	0	"Other"	0	"brick"	"none"	0	"slab"	2448	3	2	0	35	10	260000	44540	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"BY163711"	"SGL"	"central"	0	0	1	0	0	1	19	0	0	"other"	0	"Natural"	0	0	3032	1.13000750187547	1	0	"Other"	0	"wood"	"fence"	0	"other"	3638	4	2	1	36	16	160000	44544	"city"	"None"	2	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"BY163708"	"SGL"	"central"	0	1	0	0	0	0	23	0	0	"shingle"	1	"Natural"	0	1	1914	1.13000750187547	1	1	"Other"	0	"brick"	"fence"	0	"slab"	3208	3	1	1	35	4	215000	44537	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"BY163698"	"SGL"	"central"	0	1	1	0	0	1	13	0	0	"shingle"	1	"None"	0	1	1301	1.13000750187547	1	0	"Other"	1	"vinyl"	"fence"	0	"slab"	1860	3	2	0	38	38	175000	44519	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"BY163691"	"SGL"	"central"	0	0	0	0	0	0	13	0	0	"other"	0	"Natural"	0	1	1424	1.13000750187547	1	0	"Other"	1	"vinyl"	"fence"	0	"slab"	1834	3	2	0	38	10	179000	44544	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Other"	0	1	"post"
"BY163688"	"SGL"	"central"	0	0	0	0	0	0	13	0	0	"other"	0	"None"	0	0	1240	1.13000750187547	1	1	"Other"	1	"other"	"fence"	0	"slab"	1696	3	2	0	30	18	183000	44530	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"BY163684"	"SGL"	"central"	0	0	0	0	0	0	10	0	0	"other"	0	"Natural"	0	1	1186	1.13000750187547	1	0	"Other"	1	"wood"	"none"	0	"slab"	1330	3	1	0	40	11	117000	44512	"other"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"BY163670"	"SGL"	"central"	0	1	1	0	0	1	13	0	0	"other"	0	"Natural"	0	0	1756	1.13000750187547	1	0	"Other"	1	"vinyl"	"fence"	0	"raised"	2339	3	2	0	36	9	199000	44529	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"BY163656"	"SGL"	"central"	0	1	0	0	0	0	11	0	0	"other"	0	"Natural"	0	0	960	1.13000750187547	0	0	"Other"	0	"wood"	"fence"	0	"raised"	1392	3	1	0	30	27	113500	44516	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"BY163642"	"SGL"	"central"	0	0	0	0	0	0	11	0	0	"metal"	0	"None"	0	1	1313	1.13000750187547	1	0	"Other"	1	"vinyl"	"none"	0	"slab"	1703	3	2	0	40	8	165000	44524	"other"	"None"	2	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"BY163639"	"SGL"	"central"	0	1	0	0	0	0	13	0	0	"metal"	0	"Natural"	0	0	1629	1.13000750187547	0	0	"Other"	0	"vinyl"	"fence"	0	"raised"	2487	3	1	1	36	4	109500	44531	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"BY163610"	"SGL"	"central"	0	0	0	0	0	0	17	1	0	"other"	0	"None"	0	0	2200	0.7	0	0	"Other"	0	"brick"	"fence"	0	"slab"	2896	5	2	0	34	16	61000	44510	"city"	"None"	1.5	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"BY163604"	"SGL"	"central"	0	0	0	0	0	0	11	0	0	"other"	0	"Natural"	0	0	1783	1.13000750187547	1	0	"Other"	0	"brick"	"fence"	0	"slab"	2094	3	2	0	35	3	214900	44533	"other"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"BY163602"	"SGL"	"central"	0	0	0	0	0	0	5	0	0	"other"	0	"Natural"	0	0	1800	1.13000750187547	0	0	"Other"	0	"other"	"fence"	0	"raised"	1900	3	2	0	40	6	39900	44498	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"BY163599"	"SGL"	"central"	0	0	0	0	0	0	8	0	0	"other"	0	"Natural"	0	0	1431	1.13000750187547	1	0	"Other"	0	"vinyl"	"fence"	0	"other"	1620	3	1	0	36	6	65000	44533	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"BY163598"	"SGL"	"central"	0	0	0	0	0	0	13	0	0	"shingle"	1	"Natural"	0	0	1255	1.13000750187547	1	0	"Other"	0	"other"	"fence"	0	"other"	2117	2	1	0	37	22	110000	44498	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"BY163597"	"SGL"	"central"	0	0	1	0	1	1	14	0	0	"metal"	0	"Natural"	0	1	1927	1.13000750187547	1	1	"Other"	1	"metal"	"fence"	1	"raised"	3831	3	2	2	33	4	155000	44501	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"BY163596"	"SGL"	"central"	0	1	1	0	0	1	13	0	0	"other"	0	"None"	0	0	1391	1.13000750187547	1	0	"Other"	1	"vinyl"	"none"	1	"slab"	1662	3	2	0	32	7	240000	44512	"other"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"BY163594"	"SGL"	"central"	0	1	0	0	0	0	9	0	0	"other"	0	"Natural"	0	1	900	1.13000750187547	1	0	"Other"	1	"other"	"none"	0	"other"	980	2	1	0	35	3	98000	44519	"other"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"BY163588"	"SGL"	"central"	0	1	0	0	0	0	4	0	0	"metal"	0	"Natural"	0	0	1709	1.13000750187547	1	0	"Other"	1	"brick"	"porch"	1	"slab"	2142	2	1	1	32	0	90000	44529	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"BY163585"	"SGL"	"central"	0	1	0	0	0	0	12	0	0	"other"	0	"Natural"	0	0	1689	1.13000750187547	1	1	"Other"	0	"vinyl"	"fence"	0	"slab"	2278	3	2	0	30	2	230000	44518	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	1	1	"post"
"BY163583"	"SGL"	"central"	0	1	0	0	0	0	15	0	0	"other"	0	"Natural"	0	1	2005	1.13000750187547	1	0	"Other"	0	"vinyl"	"fence"	1	"slab"	3025	3	3	0	38	5	105001	44531	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"BY163582"	"SGL"	"not_central"	0	1	0	0	0	0	20	0	0	"other"	0	"Natural"	0	1	3061	1.13000750187547	1	0	"Other"	0	"brick"	"fence"	0	"slab"	3481	5	3	0	32	9	50000	44494	"city"	"None"	2	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"BY163581"	"SGL"	"central"	0	0	0	0	0	0	14	0	0	"other"	0	"None"	0	1	1280	1.13000750187547	1	0	"Other"	1	"vinyl"	"none"	0	"other"	1850	3	2	0	35	36	70000	44539	"city"	"None"	1	"Mobile Home"	1	1	0	"Unknown"	"Public"	0	1	"post"
"BY163580"	"SGL"	"central"	0	0	0	0	0	0	0	0	0	"other"	0	"Natural"	0	1	1284	1.13000750187547	1	0	"Other"	0	"vinyl"	"fence"	0	"slab"	3008	3	2	0	30	82	124000	44476	"other"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"BY163579"	"SGL"	"central"	0	0	0	0	0	0	5	0	0	"shingle"	1	"Natural"	0	0	2115	1.13000750187547	1	0	"Other"	0	"vinyl"	"none"	0	"other"	2423	4	3	0	38	8	231500	44509	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"BY163577"	"SGL"	"central"	0	1	0	0	0	0	8	0	0	"other"	0	"None"	0	0	1424	1.13000750187547	1	1	"Other"	0	"other"	"fence"	0	"slab"	2234	3	2	0	31	19	237000	44509	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"BY163573"	"SGL"	"central"	0	0	0	0	0	0	23	1	0	"other"	0	"Natural"	0	0	2610	1.13000750187547	1	1	"Other"	1	"brick"	"none"	1	"slab"	3000	4	3	0	36	7	355000	44510	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"BY163567"	"SGL"	"central"	0	0	0	0	0	0	15	0	0	"other"	0	"Natural"	0	0	1541	1.13000750187547	1	0	"Other"	0	"brick"	"fence"	0	"slab"	1978	4	2	0	38	47	162500	44470	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Other"	0	1	"post"
"BY163565"	"TNH"	"central"	0	1	0	0	0	0	17	0	0	"metal"	0	"Natural"	0	0	1844	1.13000750187547	1	0	"Other"	1	"other"	"balcony"	0	"slab"	2054	2	2	0	35	20	236800	44501	"city"	"None"	3	"Townhouse"	1	1	0	"Unknown"	"Public"	1	1	"post"
"BY163563"	"SGL"	"central"	0	0	0	0	0	0	16	1	0	"shingle"	1	"Natural"	0	0	2395	1.13000750187547	1	1	"Other"	0	"brick"	"fence"	1	"slab"	2958	4	2	1	38	21	329900	44544	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"BY163550"	"SGL"	"central"	0	1	0	0	0	0	11	0	0	"shingle"	1	"None"	0	0	1934	1.13000750187547	1	0	"Other"	1	"other"	"fence"	1	"slab"	2545	3	1	1	32	23	229000	44469	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"BY163535"	"SGL"	"central"	0	0	0	0	0	0	4	0	0	"shingle"	1	"Natural"	0	1	1964	1.13000750187547	1	1	"Other"	0	"other"	"none"	1	"slab"	2932	3	2	0	34	1	328000	44470	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"BY163532"	"SGL"	"central"	0	1	0	0	0	0	6	0	0	"other"	0	"Natural"	0	0	988	1.13000750187547	1	0	"Other"	1	"other"	"fence"	0	"other"	1627	2	1	0	37	6	46000	44477	"other"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"BY163530"	"SGL"	"central"	0	0	0	0	0	0	14	0	0	"shingle"	1	"Natural"	0	0	2428	1.13000750187547	1	1	"Other"	0	"other"	"porch"	1	"slab"	3683	3	2	0	36	63	340000	44533	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
